timestep,episode_return,h_max,h_mean,v_max,goal_reached,ep_length
500,-1090.734,-0.2443,-0.2953,20.59,0,500
1000,-680.702,0.3267,-0.0571,21.219,0,500
1500,-1085.354,0.1464,-0.1849,24.852,0,500
2000,-267.815,0.3518,-0.0133,8.298,0,500
